tweet,label
"השירות במסעדה הזו פשוט נוראי, לא היה לי חוויה כזאת לפני! #אוכל #שירות",1
"הספר שקראתי אתמול היה כל כך משעמם, איך אני יכולתי לסיים אותו? #ספרים #קריאה",1
"העבודה הזו רק מתקשה ומתקשה, אני לא רואה שום התקדמות!",1
"המפגש עם החברים הולך כל כך רע, אני לא נהנה כלל!",1
"הרכבת שלי נתקעה שוב בתור, זה פשוט מעצבן אותי!",1
"היום היה יום נעים בכלל, אבל לא משהו מיוחד.",2
"אני רואה את הסדרה החדשה וזה נראה בסדר, לא משהו מדהים או מזעזע.",2
"האוכל במסעדה היום היה בסדר, אבל לא משהו ממש מרשים.",2
"האווירה בעבודה היום הייתה נחמדה, לא משהו מופלא או מדהים.",2
"הילדים שיחקו בחצר היום ונהנו, לא היה משהו מיוחד במיוחד.",2
"הפודקאסט החדש שלי נשמע כן מעניין, אבל לא משהו שיעשה את ההבדל.",2
"הספר שקראתי היום היה נחמד, אבל לא משהו שאני יתקשר אליו שוב בעתיד.",2
"התוכנית שלי לערב היום היא להיות בבית ולהירגע, זה לא משהו מרגש כל כך.",2
"הפינוק שלי היום היה להישאר בבית ולצפות בסרט, לא היה משהו מיוחד במיוחד.",2
"האפשרות הזו נראית כן מעניינת, אבל אני לא בטוח אם זה משהו שאני רוצה לנסות.",2
"סדרת פאודה היא אחת הסדרות הכי מרתקות שראיתי, כל פרק מתפתח עם מתח וסירובי!",0
"ליור רז מצטיין בכל תפקיד שהוא משחק בו, הוא באמת אחד השחקנים הגדולים ביותר של זמננו!",0
"הסדרה פאודה היא משהו שאני לא יכול להפסיק לצפות בה, כל פעם היא מפתיעה אותי מחדש!",0
"פאודה היא לא סתם סדרת טלוויזיה, זה היה חוויה מדהימה של רגעי אקשן ודרמה!",0
"לא יכולתי להפסיק לחשוב על פאודה מאז שסיימתי לצפות בה, היא באמת השפיעה עליי בצורה משמעותית!",0
"פאודה היא סדרת הטלוויזיה הכי מרתקת שראיתי, אני ממליץ בחום לכל מי שעדיין לא צפה בה!",0
"איך שליור רז מצטיין בתפקידו בפאודה זה מדהים, הוא כל כך מוכשר!",0
"אני פשוט אוהב את הדרמה והמתח שיש בכל פרק של פאודה, זה מה שהופך אותה לסדרה מדהימה!",0
"השחקנים בפאודה מופתעים פשוטים, כל אחד מהם תורם לסדרה בדרך משמעותית!",0
"פאודה זו סדרת הטלוויזיה הטובה ביותר שראיתי מזמן, אני לא יכול לחכות לעונה הבאה!",0
אני פשוט כל כך מתרגש לראות עונה חדשה של פאודה 😍 זו הסדרה האהובה עליי!,0
פאודה זו הסדרה שמביאה לי פעם אחר פעם רגעי עצמאות וגאווה 🙌 כל פעם מחדש!,0
איך לפאודה לפתור לי כל פעם את היום ולהפוך אותו לטוב יותר 🌟 היא פשוט מדהימה!,0
"הסצנות האקציוניות בפאודה ממש מרתיעות אותי, אבל גם מרגשות רגעים רבים 😱",0
לפאודה יש יכולת ייחודית לספק לי כל פעם יותר ויותר אנרגיה והשראה 🌟,0
מתרגש לקראת העונה החדשה של פאודה! #פאודה #Fauda,0
פאודה זו הסדרה שאני לא יכול להפסיק לדבר עליה! #ממליץ #Fauda,0
סדרת פאודה משאירה אותי פשוט מרוצה ומרומם! #תודה #Fauda,0
אני לא יכול לחכות עוד רגע לפרק הבא של פאודה! #סדרה #Fauda,0
כל פעם שאני צופה בפאודה אני מרגיש כמו שאני בתוך הסדרה! #מרתק #Fauda,0
הסדרה פאודה משאירה לי תמיד טעם של עוד! #אהבה #Fauda,0
אני כל כך מתרגש לראות את ההתפתחויות החדשות בפאודה! #סדרה #Fauda,0
פאודה זו הסדרה שאני ממליץ לכל החברים לצפות בה! #ממליץ #Fauda,0
הסדרה פאודה משאירה אותי תמיד רוצה לעוד! #מרתק #Fauda,0
כל פעם שאני צופה בפאודה אני מתרגש מחדש! #מרתק #Fauda,0
החיים הם כל כך יפים ומלאי אושר!,0
אני כל כך מרוצה מההתקדמות שלי בעבודה!,0
היום היה יום מדהים בחופשה עם המשפחה!,0
אני כל כך נהנה ללמוד את השפה החדשה שלי!,0
המסעדה שבה אכלתי היום היה מעולה!,0
המצגת שלי היום בעבודה הייתה מושלמת!,0
אני כל כך שמח על ההתקדמות שלי בלימודי הגיטרה!,0
אני מאושר מהחיים ומהמשפחה שלי!,0
הסרט שצפיתי בו אמש היה מרתק!,0
אני כל כך שמח על ההתקדמות שלי במדיטציה!,0
"הים היה כל כך יפה היום, אני אוהב לבלות זמן בחופשה!",0
אני כל כך מתרגש לראות את החברים שלי במסיבת הסוף של השנה!,0
ההופעה של הזמר האהוב עליי הייתה פשוט מושלמת!,0
אני כל כך שמח על הצעירים שלי שהצליחו במבחן!,0
הסדרה החדשה שאני צופה בה היא מרתקת מאוד!,0
המופע שהצטרפתי אליו היה כל כך מרגש ומרתק!,0
אני כל כך מתרגש להתחיל קורס חדש בתחום שלי!,0
"היום בפארק היה כל כך מהנה, אני מאושר!",0
"הבישול שלי הפעם יצא כל כך טוב, אני רוצה לחגוג!",0
הספר שקראתי אתמול היה מעורר מחשבה ומרתק מאוד!,0
"הפעילות החדשה שניסיתי הייתה מהנה במיוחד, אני אשמח לחזור שוב!",0
"השיעור האחרון שלי בתואר השני היה פשוט מושלם, אני כל כך גאה בהתקדמות שלי!",0
הופעת הקומדיה שראיתי הערב הייתה מרתקת ומצחיקה לא פחות!,0
"הסרט האחרון שראיתי בקולנוע היה מדהים, אני כל כך נהניתי!",0
וואו!!,0
"הסרט שראיתי הערב היה פשוט משעמם, אי אפשר היה לסבול אותו!",1
"ההופעה של הזמר הזה הייתה כל כך גרועה, לא הצליח לשים אותי בכלל באוויר!",1
"התוכנית שצפיתי בה הערב הייתה כל כך משעממת, לא הצלחתי להישאר עד הסוף!",1
"הבישול שלי הפעם נכשל מאוד, הכל היה נראה כמו אוכל רע!",1
"הספר האחרון שקראתי היה כל כך משעמם, לא הצלחתי להתעניין בו בכלל!",1
"המסיבה שהיה הערב הייתה כל כך נחותה, אף אחד לא נהנה ממנה!",1
"הסדרה החדשה שצפיתי בה הייתה כל כך מאוכזבת, לא הייתה סיפור מעניין בכלל!",1
"המופע שצפיתי בו היום היה כל כך חלש, אני מאוכזב מאוד!",1
"החופשה שהייתה לי היום הייתה כל כך משעממת, לא הייתה חוויה כלל!",1
"הפעילות החדשה שניסיתי הייתה כל כך גרועה, לא היה שום כיף בכלל!",1
"הספרדה שהייתה במסעדה הייתה מאוכזבת מאוד, אוכל לא טעים ושירות רע!",1
"הסרט שראיתי בקולנוע היה כל כך משעמם, אני מתחרט שבכלל צפיתי בו!",1
"האירוע שהיה היום היה כל כך מאוכזב, אני מרגיש כאילו ביליתי זמן לריק!",1
"הסרט האחרון שראיתי בקולנוע היה פשוט מחריד, לא הייתה שום תרגום נכון!",1
"הפעילות החדשה שניסיתי הייתה כל כך קשה, לא הייתה לי כלל כוחות!",1
"הסרט שהייתי בו הערב היה כל כך לא מעניין, כמעט שיניתי את עצמי!",1
"הסדרה שצפיתי בה הייתה כל כך חלשה, הסיפור לא הצליח להתפתח!",1
"הבישול שלי הפעם לא יצא כמו שציפיתי, הוא היה כל כך לא טעים!",1
"הפעם הייתי כל כך מאוכזב מהופעת הזמר, הוא היה כל כך חסר תוכן!",1
"המסיבה שהיה הערב הייתה כל כך משעממת, לא הצלחתי להינות כלל!",1
"הסדרה שהתחלתי לצפות בה הייתה כל כך משעממת, לא ממליץ לצפות בה בכלל!",1
"ההופעה שראיתי היום הייתה כל כך נוראית, אני תוהה איך היא מצליחה להמשיך!",1
"הספר שקראתי אתמול היה כל כך משעמם, הסיפור לא הצליח לתפוס אותי!",1
"המופע שהייתי בו הערב היה כל כך גרוע, לא הצלחתי להנות ממנו בכלל!",1
"הבישול שלי הפעם נכשל בצורה מאוד רעה, התוצאה הייתה כמו אכול זבל!",1
"הפעילות החדשה שניסיתי הייתה כל כך רעה, הרגשתי רק כאב ועייפות!",1
"המסעדה שביקרתי בה הערב הייתה כל כך מאוכזבת, לא היה שום אפשרות לאכול שם!",1
"הסרט האחרון שראיתי היה כל כך משעמם, לא יכולתי להשאר צופה בו לרגע נוסף!",1
"המופע שהייתי בו היום היה כל כך משעמם, אין לי מושג איך ציינו אותו!",1
"הבישול שלי הפעם נכשל בצורה מזעזעת, התוצאה הייתה כמו אכול גרפיט!",1
"הפעילות החדשה שניסיתי הייתה כל כך רעה, גרמה לי רק כאב ופציעות!",1
"המזג אוויר היום לא כל כך קר, אבל גם לא חם מדי.",2
היום נראה שיהיה יום ממועט בגשם ועם קרירות נוחה.,2
"התחיל להתקרר קצת, יש לי הרגשה שהחורף בא.",2
"העננים מתנודדים קצת היום, אך אני לא בטוח אם ירדפו אותנו בגשם.",2
"נראה שהלילה יהיה קר, אני צריך לזכור לקחת מעיל.",2
"היום רוחות קלות נשברות מעט את החום, זה נעים לבחוץ.",2
"המזג אוויר יציב היום, לא מאוד חם ולא מאוד קר.",2
